text,DRINKS#PRICES,DRINKS#STYLE&OPTIONS,RESTAURANT#PRICES,FOOD#QUALITY,RESTAURANT#GENERAL,SERVICE#GENERAL,DRINKS#QUALITY,AMBIENCE#GENERAL,FOOD#STYLE&OPTIONS,RESTAURANT#MISCELLANEOUS,FOOD#PRICES,LOCATION#GENERAL,number_of_text
"hủ tíu khô 35k ngon , hủ tíu nhiều , nêm hơi lạt nên mình hay cho tương ớt , nc tương với tỏi để thêm hương vị .",0,0,0,3,0,0,0,0,3,0,2,0,26
hai ng ăn vừa đủ tàm tạm mặt cười không vui .,0,0,0,0,0,0,0,0,2,0,0,0,8
"vị trí ở dưới tầng hầm lotte center , khu lotte mart á .",0,0,0,0,0,0,0,0,0,0,0,2,12
"tiệm bánh mì khá nhỏ trong 1 khu tập thể , phải đi lòng vòng mới thấy nhé .",0,0,0,0,0,0,0,1,0,0,0,1,17
"cô mình gọi nhiều cay nên mình ăn k thấy ngon lắm , cô với bà thì khen .",0,0,0,2,0,0,0,0,0,0,0,0,17
matcha ngon ghê á .,0,0,0,0,0,0,3,0,0,0,0,0,4
"quán dễ tìm bởi nhìn ngoài quán có phong cách rất đặc biệt , kiểu rừng núi cây cối um tùm như cái tên của nó vậy .",0,0,0,0,0,0,0,3,0,0,0,3,26
món cơm trộn lúc đem ra cơm cháy dính hết cả đít nồi thành lớp đen luôn .,0,0,0,1,0,0,0,0,0,0,0,0,17
hôn lên mặt yêu quán vì bán món bún bò ngon quá đi .,0,0,0,3,0,0,0,0,0,0,0,0,12
riêng mình thì mình không thích hãng trà sữa này .,0,0,0,0,1,0,0,0,0,0,0,0,10
"hàu hôm đó mình ăn khá ngon và tươi , vị ngọt đậm đà .",0,0,0,3,0,0,0,0,0,0,0,0,13
"tiếp theo là tụi mình ăn dessert , kêu hai món là lava với cream brulee , lava thì quán làm nóng nên nhìn chocolate nó chảy chảy ra đã lắm cơ , còn cream brulee nó đặc đặc ăn như cái sốt vàng vàng kèm theo phần bò khuôn mặt với những giọt nước mắt của niềm vui .",0,0,0,3,0,0,0,0,3,0,0,0,46
mình là người không ăn mắm nhưng bún mắm ở đây không đậm mùi nên mình rất thích .,0,0,0,3,0,0,0,0,0,0,0,0,18
và cũng bỏ luôn size lớn mà chỉ có size m huhu khá buồn vụ này luôn .,0,0,0,0,0,0,0,0,0,1,0,0,17
"gửi xe khá cực , thấy có chỗ bên cạnh mà ko biết phải gửi xe vô ăn gà ko vì tối ko thấy biển gì .",0,0,0,0,0,0,0,0,0,1,0,0,27
"pv thân thiện , nhanh chu đáo .",0,0,0,0,0,3,0,0,0,0,0,0,7
"mực mực chiên ít nhưng ngon , mực còn dai đã lắm .",0,0,0,3,0,0,0,0,1,0,0,0,11
đó giờ chắc có nhân viên ở đây mới làm mình cảm thấy thích đến vậy .,0,0,0,0,0,3,0,0,0,0,0,0,16
nấm xí muội thực chất là khoai xay tẩm bột tẩm muối rang .,0,0,0,0,0,0,0,0,2,0,0,0,13
một dĩa rất to ăn hai người là hết ăn nổi mấy món khác .,0,0,0,0,0,0,0,0,3,0,0,0,14
giá cả mình luôn ấn tượng tốt với thương hiệu bingsu seol hwa .,0,0,0,0,3,0,0,0,0,0,0,0,12
gọi là piza hải sản và dứa mà không sao nuốt nổi .,0,0,0,1,0,0,0,0,2,0,0,0,12
bữa thấy cái voucher bibimbap bên này khá hấp dẫn nên mua ăn thử .,0,0,0,0,0,0,0,0,0,3,0,0,14
quán chỉ mở cửa buổi sáng đến khoảng 11 giờ .,0,0,0,0,2,0,0,0,0,0,0,0,10
"quán bán lâu rồi , chỉ bảng hiệu nhỏ thôi mà sáng nào khách cũng nườm nượp .",0,0,0,0,3,0,0,0,0,0,0,0,16
mình cũng uống gongcha chi nhánh này nhiều lần rồi nhưng hôm nay vừa thử loại trà xanh đào mới ra nên viết review luôn mặt cười không vui .,0,3,0,0,0,0,0,0,0,0,0,0,26
lần này lớp mình gọi hai loại là teriyaki chicken và singapore style seafood .,0,0,0,0,0,0,0,0,2,0,0,0,14
"mì vừa vị chua cay ngọt cay thế nào do người dùng gọi , sợi mì dai dai , rau tươi và đồ ăn kèm cũng rất ngon .",0,0,0,3,0,0,0,0,2,0,0,0,26
nhân viên phục vụ bình thường không nhiệt tình lắm .,0,0,0,0,0,2,0,0,0,0,0,0,10
"cty mình ở q1 hay mời khách hàng tây âu ăn ở the convent bar restaurant , không gian lịch sự .",0,0,0,0,0,0,0,3,0,0,0,0,21
"nhưng đến lúc lấy xe , mình giật mình xe để ngay trc cửa quán với chìa khóa vẫn để trên ổ cắm , nhân viên bảo vệ thì lướt điện thoại liên tục .",0,0,0,0,0,1,0,0,0,0,0,0,31
về các món ăn set lẩu ếch kim chi dành cho 2 người giá 149k .,0,0,0,0,0,0,0,0,0,0,2,0,15
"cờ tam giác nhân viên lúc đầu mình không định đổi quán vì nhân viên đối xử với khách lạ khác , khách quen khác .",0,0,0,0,0,1,0,0,0,0,0,0,21
bánh cũng ngon .,0,0,0,3,0,0,0,0,0,0,0,0,3
mới đầu vô đọc cmt thấy chê nhiều về phục vụ nhưng khi mình đến khi khác hẳn .,0,0,0,0,0,3,0,0,0,0,0,0,18
địa chỉ dễ tìm .,0,0,0,0,0,0,0,0,0,0,0,3,4
dù có nướng lại hơi giòn nhưng vẫn còn dai như bánh cũ .,0,0,0,1,0,0,0,0,0,0,0,0,13
"nhà hàng có không gian rất hay và thoáng đãng , nhân viên phục vụ năng động và nhiệt tình .",0,0,0,0,0,3,0,3,0,0,0,0,19
"phần mì gồm có 4 miếng cá hồi na uy với cải bó xôi , có hủ phô mai kèm theo nữa , bỏ vào mì trộn lên ăn cùng , sốt thơm và béo nè , cá tươi , cọng mì ăn khá ổn .",0,0,0,3,0,0,0,0,2,0,0,0,40
cứ như nôn dọn lẹ đuổi khách tính tiền vậy .,0,0,0,0,0,1,0,0,0,0,0,0,10
"mình uống cốc size vừa 40k được 3 miếng đào , ăn giòn giòn chua nhẹ .",2,2,0,0,0,0,3,0,0,0,0,0,15
sữa đậu nành thì mình không ưng lắm vì hơi loãng tính ra với mức giá 15 k cốc thì mình không hài lòng .,1,0,0,0,0,0,2,0,0,0,0,0,25
"về món ăn beef steak top blade vẫn ổn như lần trước thử , mềm , sốt được .",0,0,0,3,0,0,0,0,2,0,0,0,15
"tráng miệng thì có 3 loại hoa quả ổi , dứa , dưa hấu",0,0,0,0,0,0,0,0,2,0,0,0,12
đã ghé và kg bao giờ ghé nữa .,0,0,0,0,1,0,0,0,0,0,0,0,8
quán đông kín bàn nhưng lên đồ khá nhanh .,0,0,0,0,3,3,0,0,0,0,0,0,9
nay được thử bánh sầu riêng siêu ngon thấy hạnh phúc quá đi .,0,0,0,3,0,0,0,0,0,0,0,0,13
thích nhân viên ở quán từ lúc gửi xe cho đến khi về đều được phục vụ chu đáo .,0,0,0,0,0,3,0,0,0,0,0,0,19
"dù bọn mình gọi món không nhiều , dù không phải các bạn bĩu môi bọn mình nhưng bạn đang đứng trước mặt khách đấy nhé .",0,0,0,0,0,1,0,0,0,0,0,0,25
"tuy hơi bất tiện nhưng chú chủ quán giải thích là nồi giữ nhiệt lâu , mà công nhận cho đồ ăn vào là chín luôn mặt cười không vui .",0,0,0,0,0,0,0,0,0,3,0,0,26
"có giấy sd free , ko thấy phải bù vat hay gì cả .",0,0,0,0,0,0,0,0,0,3,0,0,12
"thức ăn ra nhanh , thích nhất món top blade 300 gr của quán , ngon , rẻ , nhiều .",0,0,0,3,0,3,0,0,3,0,3,0,16
gọi ly size lớn uống 1 lần no luôn .,0,3,0,0,0,0,0,0,0,0,0,0,9
"nhiều món để lựa chọn , có lẩu , mì nước hoặc khô , gỏi cuốn , mấy món cuốn nữa .",0,0,0,0,0,0,0,0,3,0,0,0,17
sẽ ghé lại ăn nếu có dịp .,0,0,0,0,2,0,0,0,0,0,0,0,7
"trà cũng được , mà không đậm bằng mấy bữa mình đặt .",0,0,0,0,0,0,2,0,0,0,0,0,11
"kết nhất món cá mú sasimi của quán , thịt dòn dai và rất tươi .",0,0,0,3,0,0,0,0,0,0,0,0,14
"nhaan viên vui vẻ , thân thiện .",0,0,0,0,0,3,0,0,0,0,0,0,6
khi khách rất đông thì chờ rất mệt .,0,0,0,0,0,1,0,0,0,0,0,0,8
ngoài ra ở đây mình còn thích chè sương sa hạt lựu .,0,0,0,3,0,0,0,0,0,0,0,0,12
"lúc đầu mình ngửi mùi thấy ko hấp dẫn lắm , cũng chẳng trông chờ gì nhiều .",0,0,0,1,0,0,0,0,0,0,0,0,16
mình đăng kí thành viên của royal trên zalo nên được mã code giảm giá 40k thức uống bất kì .,0,0,0,0,0,0,0,0,0,3,0,0,20
đợt mình ăn còn khuyến mãi 10 tặng 1 d .,0,0,0,0,0,0,0,0,0,3,0,0,9
"quán thì đông mà nhân viên thì ít , phục vụ cũng chậm , order xong ngồi bấm dt đế hết pin mà không thấy món mình gọi lên , đến khi thấy món mình gọi thì không ngờ mang cho ngưòi sau mình mặt phụng phịu mặt phụng phịu mặt phụng phịu .",0,0,0,0,0,1,0,0,0,0,0,0,42
sợi mì và nước dùng tốt .,0,0,0,3,0,0,0,0,0,0,0,0,6
"bánh thì giòn có xốt berries kết hợp với dâu tươi ăn với kem lạnh và kem tươi , mình cho bánh này 9 9 điểm .",0,0,0,3,0,0,0,0,3,0,0,0,26
trà lola bảo mày tự chọn đi thế là mình chọn một chú sakura tea thanh mát ngọt ngào ăn với bánh hợp thật sự khuôn mặt nhẹ nhõm .,0,0,0,0,0,0,3,0,0,0,0,0,26
"bánh order mới làm nên đợi hơi lâu , hết mưa mới mang bánh ra ăn xong thì lại mưa mặt rất buồn .",0,0,0,0,0,1,0,0,0,0,0,0,20
trà đào trà sữa cũng ngon .,0,0,0,0,0,0,3,0,0,0,0,0,6
"hôm đó nhân dịp valentine nên có đến đây , gọi 2 suất chả cá cả cá và bao tử với giá 120 k suất .",0,0,0,0,0,0,0,0,2,0,2,0,25
"không gian 2 tầng , không quá rộng , tầng dưới yên tĩnh hơn tầng trên nhiều .",0,0,0,0,0,0,0,2,0,0,0,0,14
"đồ ăn giống các quán nhậu , ko hợp khẩu vị của mình lắm .",0,0,0,2,0,0,0,0,0,0,0,0,13
nhân viên phục vụ dễ thương và nhiệt tình .,0,0,0,0,0,3,0,0,0,0,0,0,9
"quán có 3 tầng tầng 1 là nơi order và bàn ngồi , tầng 2 là bàn ngồi và có cả ban công nữa nha .",0,0,0,0,2,0,0,0,0,0,0,0,24
quyết định tìm đến quán vì thấy view khá đẹp .,0,0,0,0,0,0,0,3,0,0,0,0,10
"mỳ trứng thì nên ăn nóng mới ngon , k là cũng hơi tanh xíu siêu nhiều luôn mặt hét lên vì sợ hãi .",0,0,0,2,0,0,0,0,3,0,0,0,20
"về bò bò ở đây mình thấy cực kỳ tươi ngon nha , miếng bò vừa phải được làm tái và chín theo ý của khách nữa đó nên mọi ngưòi nhớ nói muốn ăn tái hay chín nhen .",0,0,0,3,0,0,0,0,2,0,0,0,37
"đồ ăn ngon và tươi , đồ line đa số là tẩm bột chiên , tráng miệng thì có chè với kem free .",0,0,0,3,0,0,0,0,2,0,0,0,21
"dĩa thịt với rau để riêng , ở đây còn có loại mỳ lẩu ăn không bi nhũn ngon lắm nha .",0,0,0,3,0,0,0,0,2,0,0,0,20
"nói chung là mình thấy hơi mặn , vì món nào cũng mặn hơn so với khẩu vị của mình .",0,0,0,1,0,0,0,0,0,0,0,0,19
nhân viên thì ăn suốt ngày dọn dọn .,0,0,0,0,0,1,0,0,0,0,0,0,8
ngồi 45p lẫu chưa ra .,0,0,0,0,0,1,0,0,0,0,0,0,5
đồ ăn rất ngon và được phục vụ rất nhanh .,0,0,0,3,0,3,0,0,0,0,0,0,10
"được cái rẻ , 1 phần 25k và 1 phần 32k ăn cũng khá ổn .",0,0,0,3,0,0,0,0,0,0,3,0,14
"tuy nhiên mình mua mang về thì cách đóng gói khá là đơn giản , chỉ là nắp đậy như uống ở quán ấy nên về tới nhà lớp cake cream bên trên bị đổ mất phân nửa .",0,0,0,0,0,0,0,0,0,1,0,0,37
mình nghỉ quản lý nên xem lại chi nhánh này chứ thấy tệ quá tệ đó .,0,0,0,0,1,0,0,0,0,0,0,0,16
vì vậy phải nhờ đến mấy anh shipper to con của deliverynow đến mua dùm rất đội ơn mấy anh nha lần nào order cũng giao đúng giờ hết .,0,0,0,0,0,3,0,0,0,0,0,0,29
"được cái các món ăn chế biến rất ngon , hợp khẩu vì .",0,0,0,3,0,0,0,0,0,0,0,0,12
"tô bình thường vừa chả ram và chả hấp , 13 k tô .",0,0,0,0,0,0,0,0,2,0,2,0,13
"ngoài ra , có cá diêu hồng chiên xù , mì xòa giòn , cơm chiên hàn quốc , soup hải sản , cà ri gà , nấm đông cô bách hoa , bánh hỏi , bánh nậm , bánh bèo , ...",0,0,0,0,0,0,0,0,3,0,0,0,32
nem thịt nướng vừa ăn .,0,0,0,3,0,0,0,0,0,0,0,0,5
nước cốt dừa sền sện mặn ngọt beo béo và tôm chiên thơm .,0,0,0,3,0,0,0,0,2,0,0,0,13
"quả anh đào có nhiều vị trà xanh , vani , socola , mix 2 vị .",0,0,0,0,0,0,0,0,3,0,0,0,9
quán không gian khá nhỏ và cô chú chủ quán tự bán nên có phần phục vụ hơi lâu .,0,0,0,0,0,1,0,1,0,0,0,0,19
ngon lắm nha .,0,0,0,0,3,0,0,0,0,0,0,0,3
"không gian thoáng mát , khá ít bàn .",0,0,0,0,0,0,0,3,0,1,0,0,6
"thịt trong ceasar salad nêm hơi mặn , có bánh mì ăn ok .",0,0,0,2,0,0,0,0,2,0,0,0,12
"nhân viên phục vụ tốt , nhã nhặn hiền hòa xinh xắn .",0,0,0,0,0,3,0,0,0,0,0,0,11
bạn mình thì uống soft green nói cũng ok .,0,0,0,0,0,0,3,0,0,0,0,0,9
cạch mặt ko bao giờ order nữa trừ khi morico xem lại chất lượng bánh .,0,0,0,1,1,0,0,0,0,0,0,0,15
"hai trái tim cơ mà ngoài thịt bò ra thì các món khác như gà , heo này nọ thì tạm thôi chứ k nổi bật .",0,0,0,2,0,0,0,0,0,0,0,0,23
nói chung là sẽ không quay lại nữa vì cực kì thất vọng nước lẩu .,0,0,0,1,0,0,0,0,0,0,0,0,15
và ngoài 4p thì mình rất ưng pizza ở đây .,0,0,0,3,0,0,0,0,0,0,0,0,10
"nhân viên cũng rất nhiệt tình , dễ thương .",0,0,0,0,0,3,0,0,0,0,0,0,8
"mùi trà olong đậm vị , thơm hòa với sữa đặc ngôi sao phương nam , thế là làm mình phát ghiền lên đi được .",0,0,0,0,0,0,3,0,0,0,0,0,23
"khoai chiên thì vô thưởng vô phạt rồi , nó giòn và quen thuộc vì là khoai sẵn , ko phải khoai tươi nên ko cmt gì thêm .",0,0,0,2,0,0,0,0,0,0,0,0,26
giá cả mình không biết vì mình không phải trả nhưng mình nghĩ cũng không cao lắm vì thấy quán cũng đông .,0,0,2,0,2,0,0,0,0,0,0,0,22
"phần trà sữa bạn mình oder lượng đường có 40 phần trăm thui nên uống hơi nhạt xíu nhưng phần sữa uống ngon , nổi lên vị sữa .",0,2,0,0,0,0,3,0,0,0,0,0,26
"ăn thử combo gà choppie loại mới , cũng bình thường , giống gà ko xương nhưng chấm với tương thì ngon .",0,0,0,3,0,0,0,0,3,0,0,0,20
giá gần 80k thấy k đáng .,0,0,1,0,0,0,0,0,0,0,0,0,6
tại qán này chủ yếu ng nước ngoài nhìu nên các bạn nhân viên cũng chuyên nghiệp lắm .,0,0,0,0,0,3,0,0,0,0,0,0,18
"khi ăn , đầu tiên là vị vang nồng ấm trong miệng , nhưng tiếp đó là vị ngọt của thịt bò và nấm khiến mình mê mệt luôn .",0,0,0,3,0,0,0,0,2,0,0,0,28
"đồ uống gọi cái thiết quan âm kem mặn vị trà khá rõ , kem nên quánh thêm xíu , có topping mới xịn hơn nhé , trang trí bánh bèo xinh yêu .",0,3,0,0,0,0,3,0,0,0,0,0,30
"tuy nhiên đồ uống ở đây đắt hơn so với chất lượng đồ uống giá từ 30 50 k , trung bình 38 39 k , uống khá là bình thường chưa nói là nhạt nhẽo .",1,0,0,0,0,0,1,0,0,0,0,0,32
nhưng có đứa ăn bảo giống mùi thuốc bắc cơ mình thấy ngon mà .,0,0,0,3,0,0,0,0,0,0,0,0,16
gà thì ngon quá rồi .,0,0,0,3,0,0,0,0,0,0,0,0,5
"luôn nằm trong top những quán yêu thích của giới trẻ , chỉ cần đêm buông xuống là quán chật kín lun .",0,0,0,0,3,0,0,0,0,0,0,0,21
"soup sò điệp hải sâm hơi mặn chút xíu , vị bình thường .",0,0,0,2,0,0,0,0,0,0,0,0,11
"nó kêu cho ly này , má ơi là ngon , hơi ngọt nhưung vị rất ngon , béo béo , chua chua của viẹt quất nữa .",0,0,0,0,0,0,3,0,0,0,0,0,23
"2 lần tới đây mua nhân viên đều như vậy , đều xếp hàng dài quá trời hic 15 20 p mới tới lượt order , đều không được vào trong quán ngồi nên hong biết quán như nào nữa tại vì hết chỗ ngồi , , , , , , .",0,0,0,0,0,1,0,2,0,0,0,0,43
"mình chọn yogurt với berries , ăn kèm ngũ cốc .",0,2,0,0,0,0,0,0,0,0,0,0,9
"ngoài ra , không gian quán rất tinh tế nên các bạn đi ít người hay nhóm vẫn tìm được 1 góc tôt .",0,0,0,0,0,0,0,3,0,0,0,0,22
nhà vệ sinh chỉ có 1 cái cho 3 tầng thì phải .,0,0,0,0,0,0,0,0,0,1,0,0,12
"mình thất vọng lắm huhu những loại tsua khác mình ord thì ở loại , tạm chấp nhận được .",0,0,0,0,0,0,2,0,0,0,0,0,18
nhân viên bình thường mình hong thấy khó chịu với khách hàng hay thân thiện nhiệt tình tư vấn .,0,0,0,0,0,3,0,0,0,0,0,0,19
mình đi đúng dịp kỷ niệm 20 năm của pepperonis nên được tặng thêm một vocher 100k dùng cho lần sau .,0,0,0,0,0,0,0,0,0,3,0,0,21
"ở đây chất lượng cũng tùy hứng lắm nhe , lúc thì ngon , lúc thì mặn .",0,0,0,0,2,0,0,0,0,0,0,0,15
"diavola có xúc xích cay kiểu ý , rất thơm nhưng mặn quá , cắn một miếng là mình phải uống một ngụm nước .",0,0,0,2,0,0,0,0,0,0,0,0,23
"cám bạn nên thử 1 lan và trải nghiệm quán theo phong cách chuẩn nhật từ a , z .",0,0,0,0,0,0,0,3,0,0,0,0,18
cơ mà không gian thì có vẻ ổn .,0,0,0,0,0,0,0,3,0,0,0,0,8
"trước giờ nghe tiếng topping beef tưởng mắc lắm nha , ai dè giá cả cũng rất ok .",0,0,3,0,0,0,0,0,0,0,0,0,17
"nhược điểm bật nhạc thường theo thị hiếu của mình với bạn mình là k hay lắm , đôi lần có đổi nhạc tuấn hưng cũng zui .",0,0,0,0,0,0,0,0,0,1,0,0,25
"sao không gian dù không lớn lắm , không có lầu nhưng không gian khá tốt , không gây cảm giác ngộp ngạt , nhạc mở uk vừa đủ nghe không quá ồn .",0,0,0,0,0,0,0,3,0,2,0,0,29
"hẹn bạn tại quán vào buổi trưa , may mắn là được giữ xe free trước cửa chứ không phải chạy đi đâu xa .",0,0,0,0,0,0,0,0,0,3,0,0,23
nhân viên phục vụ tốt .,0,0,0,0,0,3,0,0,0,0,0,0,5
"còn trà ở dưới thì là trà đen bình thường , ban đầu thấy hơi ngọt tí và hơi đắng , sau thì nhạt và không để lại hậu gì hết nhưng mà như vậy thì kết hợp với kem ở trên mới hợp nhỉ chứ nếu kem béo và trà cũng ngọt ngây thì sao uống nổi mặt cười .",0,0,0,0,0,0,2,0,0,0,0,0,57
quán mới đổi tên từ teacups sang teacups flowers nha .,0,0,0,0,2,0,0,0,0,0,0,0,15
"ngon thật , dai dai , có vị hơi ngọt ngọt .",0,0,0,0,3,0,0,0,0,0,0,0,9
"soup tôm kem giống như tôm xay vậy , mình ăn hông được .",0,0,0,1,0,0,0,0,0,0,0,0,12
"bò ngon nhưng nếu chín tái thì dai đó , còn chín kỹ thì sẽ dễ cắt và bớt dai đối với top blade .",0,0,0,3,0,0,0,0,0,0,0,0,23
"mình đến đây ăn thử bánh canh ngũ sắc , vị ngon , chả nhà làm vì mình thấy chỉ có ở đây bán món này .",0,0,0,3,0,0,0,0,2,0,0,0,24
mì ý là tệ nhất luôn í .,0,0,0,1,0,0,0,0,0,0,0,0,7
"đúng là 70 đường thì vị trà rất đậm đà , trân châu trắng giòn giòn dai dai .",0,2,0,0,0,0,3,0,0,0,0,0,17
"mình bực mình ngay từ chổ giữ xe , chật chội , nhân viên thì mất lịch sự , la lối khách .",0,0,0,0,0,1,0,0,0,1,0,0,19
haiz thiết nghĩ là quán nên update menu hiện hành lại vs foody vì có nhìu món k có trên app r cứ lần nào order cũg hết hàng chán .,0,0,0,0,1,0,0,0,0,0,0,0,30
quán có nhiu chi nhánh và menu cũng rất phong phú .,0,0,0,0,3,0,0,0,0,0,0,0,11
thịt mềm và không bị hôi mùi dê .,0,0,0,3,0,0,0,0,0,0,0,0,8
"giá cả vừa phải , phục vụ tốt , không gian thoải mái .",0,0,3,0,0,3,0,3,0,0,0,0,11
"nước lẩu ngon , thịt bò mềm , mực ngọt ko bị dai .",0,0,0,3,0,0,0,0,2,0,0,0,11
phàn bò ăn ngon lắm .,0,0,0,3,0,0,0,0,0,0,0,0,5
"khi đem bill tới mình mới hỏi là thấy bạn có hỏi mấy bàn khác có thẻ không , sao không hỏi mình .",0,0,0,0,0,1,0,0,0,0,0,0,22
"salad tôm tươi , nhưng nhiều rau mình ko biết ăn",0,0,0,3,0,0,0,0,0,0,0,0,11
"đặt trên delivery now , giao lẹ quá chời lun .",0,0,0,0,0,3,0,0,0,0,0,0,9
"không gian ở đây rộng rãi , trang khí cũng bắt mắt .",0,0,0,0,0,0,0,3,0,0,0,0,11
"lần 2 quá tệ , đến mức không buồn chụp hình , thức ăn dọn lên như kiểu làm nhanh cho xong .",0,0,0,1,0,0,0,0,1,0,0,0,19
nhân viên quán rát chuyên nghiệp như kiểu được đào tạo bài bản lắm rồi .,0,0,0,0,0,3,0,0,0,0,0,0,15
"còn lại là crepe sầu riêng nốt , mình đánh giá ở mức khá .",0,0,0,3,0,0,0,0,0,0,0,0,13
về đồ ăn thì 1 là bánh mì bị mềm dai .,0,0,0,1,0,0,0,0,0,0,0,0,11
tuy ngon ơi là ngon nhưng hầu bao hạn chế k thể uống thường xuyên được .,0,0,0,0,3,0,0,0,0,0,0,0,18
các bạn nhân viên cũng khá dễ thương .,0,0,0,0,0,3,0,0,0,0,0,0,8
không gian hơi nhỏ nhưng ấm cúng .,0,0,0,0,0,0,0,2,0,0,0,0,7
"sữa đậu nành nấu 10 k khá lạt , uống vào là nghe mùi đậu nành nấu liền .",2,0,0,0,0,0,1,0,0,0,0,0,17
nhân viên lịch sự .,0,0,0,0,0,3,0,0,0,0,0,0,3
và thực sự thất vọng về thái độ của nhân viên .,0,0,0,0,0,1,0,0,0,0,0,0,11
